transaction_id,product_id,quantity,date
1224,77,3,2023-06-22 12:56:36.133482
1225,525,9,2023-09-11 01:36:03.513325
1226,19,6,2023-01-08 17:04:19.091039
1227,74,1,2023-09-19 17:28:09.524868
1228,408,7,2022-07-23 20:41:28.794135
1229,69,5,2023-11-28 09:35:17.645977
1230,96,2,2024-04-05 19:56:43.629312
1231,324,7,2022-10-13 10:43:50.411812
1232,897,9,2023-08-24 07:14:01.561425
1233,197,5,2023-05-21 20:30:10.103005
1234,718,8,2023-04-05 00:22:57.312645
1235,621,1,2022-09-08 12:29:25.470048
1236,466,9,2022-03-20 13:43:11.711468
1237,129,3,2023-09-17 14:33:53.155305
1238,269,9,2023-08-29 04:03:38.100491
1239,455,6,2022-07-10 02:55:00.203938
1240,930,8,2022-02-15 01:29:55.787736
1241,531,5,2023-08-02 14:53:38.762534
1242,221,10,2022-11-28 08:19:07.204340
1243,134,8,2022-03-04 18:43:29.957515
1244,726,2,2023-04-29 10:03:05.685092
1245,656,8,2023-12-23 04:23:35.860846
1246,735,3,2023-11-26 15:13:34.948912
1247,272,2,2022-09-04 06:46:42.951337
1248,657,5,2022-04-26 08:41:36.624347
1249,939,8,2023-01-09 08:27:22.726256
1250,442,8,2024-03-19 13:34:37.793080
1251,141,8,2023-01-12 20:50:57.833913
1252,934,8,2023-10-21 21:43:29.280232
1253,987,8,2022-11-29 17:48:16.454737
1254,909,4,2022-12-17 01:01:28.507535
1255,571,6,2023-07-26 01:35:16.644807
1256,615,10,2023-03-29 06:45:11.991938
1257,953,10,2023-05-16 10:38:32.326549
1258,277,9,2022-11-14 01:02:08.980911
1259,467,1,2024-02-20 21:36:58.144640
1260,288,8,2022-04-23 05:59:39.739198
1261,36,3,2022-05-20 02:12:29.547511
1262,769,6,2022-10-14 01:27:11.616920
1263,563,2,2023-09-21 01:28:35.168676
1264,625,6,2022-07-24 00:47:55.261990
1265,838,7,2024-01-23 00:31:02.090028
1266,574,4,2023-05-27 10:31:48.688687
1267,695,6,2022-05-01 14:13:34.505336
1268,650,10,2022-06-25 10:48:18.740572
1269,525,7,2023-04-12 21:48:37.440800
1270,353,5,2023-02-16 10:26:24.281349
1271,97,4,2022-07-02 17:17:01.149506
1272,163,6,2023-01-27 22:28:49.239062
1273,229,1,2023-03-16 19:06:54.313254
1274,614,7,2022-07-15 22:31:25.315416
1275,342,9,2022-11-23 06:17:36.900106
1276,541,10,2022-02-26 22:36:27.386225
1277,899,3,2023-09-01 10:43:56.605148
1278,462,7,2022-04-24 05:43:56.908974
1279,100,1,2023-07-23 05:13:37.513597
1280,717,1,2022-10-25 09:16:43.482237
1281,80,5,2023-03-08 20:42:25.562135
1282,546,2,2022-05-19 04:44:03.256625
1283,356,8,2024-03-23 18:52:08.723418
1284,309,4,2022-03-07 13:08:45.596262
1285,499,9,2023-12-10 09:38:45.193387
1286,993,9,2023-06-29 00:14:50.179103
1287,100,1,2023-11-14 18:48:02.011207
1288,608,2,2022-04-17 22:25:58.476174
1289,538,5,2023-03-26 13:06:15.243998
1290,191,1,2023-12-12 19:25:44.448486
1291,876,7,2022-03-15 17:12:38.426305
1292,461,6,2022-12-15 17:15:21.471727
1293,558,3,2023-09-25 16:20:27.233502
1294,897,5,2023-11-09 11:31:11.343994
1295,884,4,2022-10-01 19:49:19.904805
1296,755,3,2022-10-31 09:05:28.261934
1297,357,4,2023-12-07 20:26:02.913995
1298,356,1,2023-04-24 14:39:59.155887
1299,238,9,2023-10-13 08:06:17.026628
1300,905,3,2024-02-14 16:21:19.627817
1301,453,3,2023-01-17 16:50:59.073348
1302,755,2,2023-09-27 07:59:42.459283
1303,161,9,2022-09-03 21:57:09.729950
1304,760,7,2022-08-04 20:55:50.833684
1305,456,7,2022-07-18 09:23:42.583986
1306,895,2,2022-01-27 13:40:01.748242
1307,29,10,2022-04-07 22:21:01.007507
1308,918,10,2024-01-29 13:43:45.785350
1309,161,7,2022-08-03 19:21:15.018989
1310,504,6,2023-05-18 10:02:55.262112
1311,746,1,2023-09-05 21:14:00.638888
1312,623,8,2024-01-20 10:53:50.486380
1313,220,9,2024-01-24 08:07:14.036553
1314,69,2,2023-11-24 21:03:18.162086
1315,878,5,2022-01-15 11:26:02.943760
1316,482,9,2023-01-03 00:47:06.650189
1317,369,10,2022-10-31 05:25:24.920119
1318,149,5,2023-07-27 10:55:17.523788
1319,766,3,2022-01-06 16:53:17.725535
1320,144,5,2022-05-02 21:17:53.063951
1321,629,6,2022-11-07 19:47:33.866861
1322,496,4,2022-11-10 12:49:00.794173
1323,929,1,2023-10-07 01:55:47.407352
1324,410,6,2023-05-09 09:25:02.701891
1325,504,2,2022-06-10 09:14:24.472086
1326,874,1,2022-11-02 17:51:23.488287
1327,169,2,2023-11-14 17:34:36.424505
1328,147,2,2024-02-07 16:45:34.919581
1329,550,2,2023-03-18 15:15:24.705956
1330,87,5,2024-03-14 11:03:13.840910
1331,537,2,2022-05-18 02:10:38.502220
1332,52,7,2022-05-12 12:23:20.483124
1333,463,2,2022-02-24 09:44:07.637496
1334,855,5,2024-04-25 12:48:26.328374
1335,794,8,2023-10-07 09:52:21.620806
1336,321,4,2022-09-02 21:13:23.146274
1337,435,9,2022-06-30 03:29:18.104019
1338,825,9,2023-07-17 13:28:04.737842
1339,705,8,2022-03-28 13:53:57.183659
1340,89,5,2023-06-14 05:47:50.423267
1341,864,10,2022-06-06 21:22:53.242189
1342,251,4,2022-12-25 06:12:40.498564
1343,486,8,2023-12-16 01:49:21.916294
1344,79,7,2022-01-09 06:05:03.820139
1345,425,7,2022-05-16 07:47:43.616374
1346,767,3,2022-09-17 02:19:56.230480
1347,71,10,2023-01-18 08:04:23.646155
1348,759,1,2022-02-20 02:12:49.874361
1349,438,8,2022-11-30 05:39:00.411822
1350,722,7,2023-10-28 14:09:57.471694
1351,667,4,2024-03-03 08:27:42.175115
1352,420,9,2022-03-02 12:22:40.666555
1353,250,4,2023-12-08 11:57:46.408024
1354,431,2,2024-03-04 13:28:38.314823
1355,914,9,2023-07-10 13:31:55.778786
1356,579,9,2023-07-10 01:54:43.178099
1357,713,5,2022-10-10 02:48:14.337837
1358,401,6,2023-09-06 15:22:30.819007
1359,335,7,2023-08-04 08:06:29.762126
1360,167,1,2023-07-06 16:20:50.421943
1361,732,4,2022-12-31 19:45:44.118396
1362,980,8,2023-08-31 05:52:19.692477
1363,519,6,2024-02-08 18:36:13.230066
1364,953,9,2023-12-10 18:04:38.947496
1365,344,3,2023-03-15 19:10:01.825725
1366,174,5,2023-01-05 05:36:26.885070
1367,584,3,2023-03-27 23:39:45.871525
1368,331,2,2022-10-13 08:19:10.990259
1369,361,9,2024-04-25 05:58:02.143992
1370,241,4,2023-08-23 10:56:34.976968
1371,115,8,2022-12-25 02:09:53.045735
1372,70,3,2022-05-27 08:18:42.956899
1373,854,10,2022-11-01 21:05:22.710530
1374,870,3,2022-02-16 22:58:18.885052
1375,142,2,2022-05-24 20:42:39.205142
1376,252,1,2022-12-26 15:02:27.594612
1377,347,6,2023-06-27 01:15:57.959163
1378,194,3,2022-03-13 06:13:47.129484
1379,891,4,2022-05-29 18:11:54.410573
1380,857,3,2022-05-01 14:43:25.068185
1381,489,3,2022-12-13 21:49:03.324282
1382,279,6,2022-01-22 23:43:43.164848
1383,728,6,2023-07-09 04:18:52.284051
1384,557,7,2023-08-30 08:28:34.045570
1385,150,5,2023-03-04 11:46:04.527847
1386,42,8,2022-04-03 05:45:44.691969
1387,723,9,2023-12-17 13:31:05.100744
1388,242,9,2023-04-22 20:02:17.162115
1389,233,9,2022-05-04 23:21:28.488713
1390,332,1,2024-04-08 02:42:10.493271
1391,615,2,2022-03-20 00:18:27.684502
1392,282,3,2023-05-09 01:39:06.513053
1393,158,5,2022-08-15 05:39:53.809636
1394,604,10,2022-06-27 11:09:02.288043
1395,45,8,2022-11-05 09:09:27.350644
1396,449,2,2022-06-13 23:12:45.062078
1397,99,7,2023-10-20 03:57:47.764153
1398,254,8,2024-03-09 12:07:58.522514
1399,706,7,2024-03-26 16:46:50.217605
1400,740,4,2022-01-19 19:56:35.196068
1401,780,9,2023-04-13 04:50:50.955936
1402,391,9,2022-07-18 04:57:42.106688
1403,516,8,2022-12-07 20:45:51.970618
1404,934,7,2022-06-12 10:06:02.345491
1405,957,9,2023-10-27 17:03:13.117749
1406,224,4,2022-12-28 19:06:40.953414
1407,826,9,2022-01-26 12:24:38.598525
1408,377,1,2023-04-27 01:14:26.018005
1409,641,4,2023-10-15 14:16:39.314604
1410,450,8,2022-08-09 01:57:55.712946
1411,531,5,2022-09-16 00:09:32.634278
1412,982,2,2022-02-08 07:24:58.153994
1413,785,9,2022-05-04 18:27:09.018110
1414,710,5,2022-08-25 22:07:38.989465
1415,507,8,2024-01-23 01:50:06.606256
1416,355,1,2023-01-03 13:45:16.360332
1417,557,7,2022-08-18 14:01:56.851978
1418,378,6,2023-01-18 08:30:50.679917
1419,777,9,2023-11-05 21:19:54.113307
1420,298,5,2023-01-30 10:13:14.075144
1421,600,6,2024-04-22 00:17:22.480029
1422,415,4,2023-05-10 15:59:05.184170
1423,969,8,2022-05-13 09:05:49.709348
1424,34,10,2023-01-01 17:02:54.150684
1425,904,4,2022-01-25 16:54:22.457761
1426,827,9,2024-04-14 12:36:20.609026
1427,413,8,2022-12-20 23:06:11.435819
1428,323,1,2023-06-24 20:41:34.331633
1429,367,8,2023-08-19 23:47:52.367416
1430,98,5,2022-09-21 12:42:03.157668
1431,28,5,2023-03-16 02:04:51.338876
1432,775,5,2022-01-05 16:14:17.350661
1433,65,6,2023-07-14 05:22:14.823576
1434,277,3,2022-06-18 12:30:27.447023
1435,975,10,2024-03-23 04:04:26.105874
1436,744,7,2024-01-25 02:50:17.687848
1437,127,8,2023-01-26 04:03:35.888106
1438,628,7,2022-11-20 02:39:09.141601
1439,560,4,2022-06-19 19:56:48.782069
1440,561,6,2022-07-25 16:22:19.818127
1441,294,7,2023-11-14 01:43:05.978171
1442,754,8,2022-04-14 21:47:32.754742
1443,826,1,2024-02-17 00:17:47.007485
1444,716,7,2023-01-27 14:33:06.232185
1445,394,10,2023-12-16 01:04:39.134254
1446,715,10,2023-08-22 21:00:36.386449
1447,631,8,2022-11-01 01:56:37.496372
1448,681,9,2023-07-04 00:46:35.467728
1449,626,4,2022-11-04 23:34:39.079800
1450,484,7,2022-10-29 10:04:23.801744
1451,491,2,2023-10-03 12:31:53.217680
1452,339,10,2024-03-15 14:31:19.673285
1453,575,3,2023-08-22 10:03:43.015283
1454,669,5,2024-03-30 12:24:27.708709
1455,113,6,2022-02-22 19:23:28.695822
1456,442,6,2023-09-03 19:29:41.812710
1457,386,9,2023-07-06 14:26:51.888978
1458,699,10,2022-09-23 00:50:27.849004
1459,809,1,2023-03-07 09:11:44.152222
1460,747,2,2023-07-01 05:51:12.639115
1461,827,10,2022-02-16 04:13:03.373316
1462,531,5,2023-09-27 16:53:02.869093
1463,160,8,2023-02-07 12:17:06.509274
1464,931,3,2022-07-09 09:44:51.972842
1465,829,8,2022-02-10 00:26:20.613583
1466,528,8,2022-01-22 18:57:45.266430
1467,647,8,2022-03-17 01:53:00.509791
1468,967,2,2022-07-18 23:40:49.135218
1469,367,6,2024-02-19 06:55:37.336335
1470,577,10,2023-12-03 11:52:37.291227
1471,890,7,2022-10-02 18:56:38.999011
1472,835,4,2022-01-27 03:03:57.359187
1473,688,2,2022-11-09 03:07:23.367747
1474,663,8,2022-06-21 07:22:56.705847
1475,822,8,2024-04-10 02:12:30.866446
1476,329,5,2023-03-21 02:23:31.987903
1477,398,7,2022-12-13 01:03:21.268599
1478,344,1,2022-06-19 13:23:01.539983
1479,632,6,2022-04-19 19:43:40.677425
1480,464,6,2024-03-15 22:33:24.133954
1481,745,5,2022-01-03 17:07:27.140793
1482,483,8,2022-03-23 20:09:47.626693
1483,837,2,2024-04-22 08:42:23.043406
1484,767,5,2022-08-07 19:08:17.191098
1485,117,3,2022-02-15 05:06:13.315759
1486,725,4,2022-12-09 22:38:21.946944
1487,669,6,2022-04-29 16:51:42.051453
1488,753,2,2024-04-13 14:58:31.349182
1489,504,5,2023-05-17 13:59:00.938138
1490,406,6,2024-04-11 19:23:15.868872
1491,400,8,2023-11-13 05:43:03.008647
1492,231,5,2023-12-10 13:11:07.444237
1493,751,7,2023-03-07 02:09:23.751993
1494,460,3,2024-04-09 21:45:58.584548
1495,73,2,2023-03-28 02:27:31.540008
1496,38,4,2023-06-27 00:58:42.454464
1497,744,5,2023-11-24 03:24:49.448552
1498,711,8,2022-05-29 16:15:42.692146
1499,290,3,2022-02-23 10:08:09.501315
1500,157,8,2024-04-19 22:35:15.892937
1501,948,10,2024-02-22 01:40:04.653689
1502,690,7,2022-09-24 07:26:55.336110
1503,31,8,2022-02-17 19:18:41.532703
1504,221,6,2022-10-19 08:11:52.062477
1505,701,9,2024-01-07 10:13:41.303639
1506,431,9,2022-04-03 15:12:07.766631
1507,927,6,2022-05-11 08:26:17.333174
1508,856,4,2022-02-03 08:31:26.754161
1509,217,4,2024-04-23 12:46:07.389983
1510,626,2,2022-12-12 04:50:38.745560
1511,414,1,2023-08-02 13:38:03.816988
1512,502,2,2022-10-20 20:58:03.468484
1513,660,1,2024-01-21 07:15:11.184400
1514,444,6,2022-05-16 10:21:22.639660
1515,432,8,2023-01-16 16:00:45.181739
1516,257,8,2023-11-28 07:49:50.054788
1517,451,4,2022-06-11 10:48:15.229347
1518,393,8,2023-07-14 11:57:33.188106
1519,32,2,2023-03-12 08:22:53.396745
1520,791,1,2024-01-10 07:43:04.079081
1521,691,2,2022-03-12 20:57:28.961824
1522,166,6,2022-04-16 06:21:15.330080
1523,837,2,2022-04-17 08:06:27.954606
1524,458,2,2022-10-06 15:54:15.895172
1525,449,6,2023-03-28 22:48:25.057508
1526,184,6,2023-03-23 11:47:47.671858
1527,93,9,2022-04-12 11:26:03.027359
1528,238,6,2023-10-01 06:48:42.622773
1529,83,3,2023-04-12 09:08:56.918560
1530,707,6,2022-05-18 12:15:26.162811
1531,364,10,2022-01-22 20:49:09.622633
1532,229,4,2023-05-15 00:49:13.450920
1533,424,3,2022-10-15 09:51:01.435261
1534,835,6,2022-10-01 14:28:15.345130
1535,610,5,2022-01-21 08:33:53.709110
1536,688,4,2023-05-11 05:57:53.347285
1537,560,10,2022-04-19 23:58:09.094285
1538,683,6,2024-03-15 22:27:35.562415
1539,913,9,2023-03-28 12:57:28.219467
1540,412,4,2024-04-17 02:12:30.076532
1541,820,9,2022-03-04 04:00:55.621676
1542,53,7,2022-06-22 03:44:15.934551
1543,888,2,2024-03-25 04:43:37.366296
1544,770,3,2022-08-18 12:07:59.670708
1545,243,10,2023-06-17 19:17:33.458019
1546,978,2,2023-05-31 09:51:36.427187
1547,166,2,2023-12-29 06:46:21.651082
1548,668,8,2023-08-01 05:14:45.023537
1549,138,2,2023-02-06 21:34:04.428227
1550,910,1,2022-12-14 09:04:57.641775
1551,969,7,2023-11-13 14:23:15.273611
1552,425,1,2022-01-06 01:06:40.597607
1553,494,4,2022-03-31 23:51:32.963755
1554,424,9,2023-12-31 19:43:12.949927
1555,7,5,2024-03-19 20:52:19.592925
1556,285,2,2022-03-25 06:16:56.230708
1557,368,9,2023-08-28 07:11:19.624614
1558,778,3,2024-02-14 04:08:41.549938
1559,1000,9,2023-07-24 20:54:28.935629
1560,63,9,2022-11-14 15:41:53.873641
1561,28,7,2023-10-16 03:55:10.694740
1562,686,5,2022-04-26 16:48:43.414391
1563,168,7,2022-02-21 16:02:29.766893
1564,181,10,2023-02-23 05:29:25.012677
1565,806,3,2023-11-08 23:38:59.997160
1566,700,3,2022-04-24 20:32:08.226342
1567,224,5,2023-10-18 18:10:01.923949
1568,65,7,2022-11-07 03:32:50.066581
1569,210,4,2023-08-03 08:04:48.314250
1570,691,3,2024-01-10 03:40:08.597747
1571,66,2,2022-12-29 12:25:45.624881
1572,175,8,2023-12-25 00:04:35.211695
1573,878,3,2022-03-24 12:27:08.132279
1574,325,4,2022-11-08 16:42:25.255061
1575,674,3,2022-03-22 18:46:44.250997
1576,2,7,2023-11-03 23:40:04.812253
1577,458,8,2023-07-01 19:04:31.623497
1578,731,6,2022-05-02 04:07:44.643000
1579,756,8,2023-09-23 16:59:27.271261
1580,822,9,2023-08-18 00:55:19.505002
1581,640,1,2022-03-29 19:31:32.508713
1582,932,7,2022-11-16 17:12:25.528700
1583,63,8,2023-04-30 15:36:24.375580
1584,395,8,2022-10-28 17:39:44.961042
1585,718,5,2022-12-24 09:44:52.766446
1586,116,9,2022-08-31 01:47:19.629299
1587,789,7,2022-02-07 01:19:43.148680
1588,178,3,2024-04-15 08:51:42.782511
1589,137,2,2023-11-29 14:20:11.468002
1590,793,6,2022-07-27 22:26:00.021235
1591,309,7,2023-08-22 20:12:20.015595
1592,300,7,2022-04-25 19:00:55.307328
1593,411,2,2023-05-23 22:31:46.932584
1594,671,6,2022-10-06 11:42:00.351737
1595,823,2,2023-11-20 17:00:02.308483
1596,717,4,2023-07-19 11:41:07.603905
1597,364,9,2024-03-05 00:39:02.848438
1598,92,5,2022-10-03 15:31:18.566182
1599,815,10,2022-03-03 15:01:14.750308
1600,22,1,2024-02-23 07:54:27.050737
1601,523,10,2023-01-02 20:17:34.624063
1602,487,6,2022-12-12 12:55:23.423664
1603,415,5,2022-03-25 14:10:01.554851
1604,374,2,2023-02-09 05:53:25.519272
1605,439,5,2023-05-01 12:21:36.676618
1606,808,8,2022-08-09 21:20:39.404324
1607,237,2,2023-12-29 17:32:57.299791
1608,890,4,2023-05-06 12:17:22.555204
1609,110,3,2023-11-16 13:27:29.482472
1610,180,8,2023-07-29 20:43:18.044968
1611,459,6,2022-12-27 22:34:04.918931
1612,485,6,2023-08-16 17:10:31.178525
1613,341,8,2024-02-08 02:56:01.448008
1614,430,3,2023-12-09 21:07:43.373451
1615,693,4,2024-03-31 12:49:30.090641
1616,994,5,2023-10-27 02:49:52.034113
1617,177,6,2022-11-12 09:44:54.089123
1618,435,8,2023-08-13 13:09:23.292949
1619,177,7,2022-09-15 08:26:13.452118
1620,742,2,2022-02-25 21:42:23.027108
1621,404,10,2022-07-15 01:56:48.762315
1622,859,9,2022-02-10 00:53:39.424400
1623,609,9,2023-02-22 01:42:36.929826
1624,352,1,2023-03-04 10:47:34.862306
1625,439,3,2022-12-31 14:46:06.569052
1626,600,9,2022-10-20 07:11:09.262501
1627,553,6,2024-02-07 14:35:04.735886
1628,778,6,2023-08-11 22:29:23.684412
1629,735,3,2022-06-10 20:27:55.822094
1630,896,3,2024-01-16 13:17:03.480484
1631,343,5,2022-07-01 19:51:27.046806
1632,276,5,2024-04-01 05:37:20.359360
1633,290,5,2023-10-27 18:42:10.954186
1634,29,9,2022-04-04 00:26:40.455769
1635,203,2,2022-05-13 18:17:52.147070
1636,888,9,2023-02-12 10:03:57.663826
1637,500,2,2022-12-24 20:26:26.534835
1638,153,5,2022-11-10 18:01:03.555018
1639,935,3,2023-11-11 14:59:24.253261
1640,827,3,2023-06-21 18:20:20.415043
1641,445,9,2023-02-28 14:51:31.128434
1642,471,5,2022-12-06 00:12:56.536345
1643,565,8,2023-04-14 17:28:38.613662
1644,958,9,2022-01-20 22:57:03.455762
1645,634,4,2022-11-09 21:25:40.535278
1646,64,1,2022-12-18 22:36:39.327121
1647,465,7,2024-04-23 12:28:24.610205
1648,122,7,2022-06-03 04:35:52.585957
1649,730,7,2024-01-09 08:57:40.157742
1650,948,4,2023-03-29 18:32:57.838026
1651,342,1,2023-07-25 15:49:26.832959
1652,660,4,2023-03-24 09:35:02.786400
1653,941,3,2023-11-13 02:56:34.382037
1654,842,1,2022-08-27 12:26:55.652560
1655,354,5,2022-02-09 05:44:42.687458
1656,32,5,2023-09-08 22:03:25.402349
1657,581,9,2023-02-27 02:40:53.204756
1658,577,9,2022-10-29 02:31:08.113878
1659,196,5,2022-04-10 19:11:26.476521
1660,900,7,2022-12-10 02:25:41.767786
1661,423,1,2024-02-01 10:28:30.315186
1662,601,3,2022-04-30 13:13:00.748703
1663,347,9,2022-06-23 03:31:02.182520
1664,836,1,2024-01-16 06:58:12.001361
1665,133,6,2024-03-21 05:59:19.650276
1666,165,9,2022-02-22 21:20:43.440344
1667,690,6,2022-09-24 19:08:36.009273
1668,568,8,2022-06-06 08:19:02.197934
1669,648,8,2022-08-19 01:35:03.085001
1670,955,6,2024-03-06 03:16:00.757619
1671,74,6,2022-11-12 20:17:44.208776
1672,851,9,2023-04-23 23:31:37.794622
1673,38,3,2023-03-24 03:23:32.388591
1674,712,1,2024-01-05 19:55:18.732769
1675,924,7,2023-02-05 15:38:12.628436
1676,996,7,2024-03-08 13:57:43.034109
1677,882,6,2023-07-29 05:06:45.317265
1678,455,3,2022-01-15 15:58:30.515081
1679,708,6,2022-04-25 02:04:10.416697
1680,874,9,2022-09-25 08:13:30.877895
1681,700,4,2023-01-08 13:53:25.452293
1682,479,4,2023-04-21 18:46:51.812369
1683,62,9,2022-09-08 15:01:56.497085
1684,678,9,2024-02-04 11:21:33.100805
1685,448,2,2022-01-24 20:33:32.243495
1686,960,4,2022-09-29 07:30:41.855022
1687,986,7,2023-10-04 04:27:22.933724
1688,939,8,2022-09-29 05:44:40.627745
1689,218,6,2022-07-05 01:54:35.779924
1690,623,5,2023-06-02 21:34:43.217178
1691,711,2,2022-01-18 08:18:00.348063
1692,895,9,2024-04-20 06:25:17.991081
1693,966,2,2023-02-11 02:39:38.536644
1694,77,3,2023-06-04 17:23:58.586391
1695,348,3,2023-12-26 20:28:55.124465
1696,334,7,2022-06-06 12:47:59.914403
1697,567,8,2022-06-13 16:00:30.591014
1698,763,10,2022-12-23 21:14:57.314682
1699,826,6,2022-04-27 22:12:33.883454
1700,741,8,2022-09-21 16:54:26.719988
1701,49,6,2023-03-24 10:59:16.417850
1702,23,3,2022-08-01 18:07:46.298782
1703,445,9,2022-02-24 18:28:39.233490
1704,431,4,2022-03-05 10:28:36.323013
1705,71,2,2023-09-24 18:46:32.497945
1706,445,4,2023-03-29 12:33:13.977913
1707,964,2,2023-09-02 14:13:37.211185
1708,742,6,2022-03-10 00:43:09.205130
1709,118,8,2023-09-27 12:19:58.297792
1710,522,7,2022-06-11 18:13:36.729737
1711,648,1,2023-08-24 10:06:44.588079
1712,642,1,2022-06-19 20:20:12.501428
1713,449,7,2023-09-29 01:17:02.362409
1714,458,5,2023-05-05 23:17:25.903094
1715,255,2,2024-04-11 12:09:07.791431
1716,446,5,2024-02-18 21:30:24.117487
1717,746,7,2023-04-22 16:35:45.349623
1718,13,2,2023-12-16 03:44:00.504499
1719,149,8,2024-03-24 19:04:24.694442
1720,492,9,2022-01-01 06:00:04.620169
1721,655,8,2023-10-11 14:23:47.405777
1722,427,2,2022-03-10 01:22:04.971879
1723,185,6,2024-04-21 04:53:01.821883
1724,865,9,2022-11-03 07:05:38.595561
1725,643,4,2022-02-13 06:32:21.745271
1726,297,5,2024-01-29 22:57:51.672499
1727,210,1,2022-01-13 12:58:29.167186
1728,132,10,2022-03-06 02:46:31.815417
1729,106,3,2023-04-26 15:21:47.820994
1730,780,9,2022-04-17 05:51:47.495167
1731,915,5,2022-12-14 18:59:56.880012
1732,427,4,2023-09-08 05:19:20.210894
1733,483,9,2022-03-17 08:53:19.750445
1734,608,5,2023-03-09 17:05:38.982005
1735,410,9,2022-12-08 09:43:35.332577
1736,249,4,2023-07-13 16:03:04.340588
1737,181,8,2023-01-25 07:52:23.952192
1738,826,9,2022-12-20 15:55:32.581409
1739,806,3,2023-01-11 13:00:50.225466
1740,956,3,2022-07-13 08:35:17.076308
1741,461,3,2023-08-02 05:41:15.548800
1742,848,7,2023-03-12 00:27:05.119722
1743,146,3,2022-11-10 22:43:00.305785
1744,781,9,2023-11-15 18:31:46.774575
1745,731,9,2023-12-20 17:10:08.047057
1746,136,9,2022-10-21 16:01:48.316895
1747,519,8,2023-04-15 04:20:31.841910
1748,430,5,2024-04-16 01:59:23.526285
1749,122,2,2023-12-18 14:32:16.063981
1750,498,4,2022-09-17 15:23:04.010984
1751,377,4,2022-05-04 21:09:22.630893
1752,86,3,2023-03-16 13:15:05.857350
1753,48,5,2023-04-13 06:58:09.677330
1754,949,2,2023-09-30 12:10:22.524993
1755,956,9,2022-12-05 04:33:41.887719
1756,575,8,2024-01-24 15:41:34.181252
1757,24,7,2022-09-13 02:12:21.842730
1758,580,4,2023-03-24 20:56:40.596475
1759,796,3,2024-04-17 21:35:41.657586
1760,141,1,2024-04-07 18:59:27.363157
1761,450,6,2022-07-28 23:13:09.400432
1762,55,1,2023-05-16 01:49:26.428775
1763,83,6,2023-05-01 01:33:11.325953
1764,484,9,2024-02-09 21:01:00.101838
1765,120,6,2024-03-09 05:19:02.075451
1766,676,5,2022-03-06 02:05:55.109113
1767,136,5,2022-04-03 07:21:51.995312
1768,842,4,2023-08-04 23:55:11.343296
1769,566,2,2022-12-08 12:04:28.910794
1770,236,4,2024-03-11 21:37:35.354412
1771,339,5,2023-08-26 11:17:37.823311
1772,272,3,2022-03-18 23:55:33.231108
1773,343,4,2023-05-11 02:10:42.763506
1774,71,5,2022-08-13 18:21:42.952321
1775,359,9,2022-06-07 12:12:52.495855
1776,636,9,2022-11-30 19:51:39.483720
1777,278,5,2023-02-16 07:38:03.113460
1778,895,7,2022-04-14 19:22:34.049732
1779,448,6,2023-01-25 08:17:22.197809
1780,362,9,2022-08-27 23:57:52.158302
1781,757,6,2022-01-31 05:55:33.001582
1782,820,3,2023-06-22 13:51:19.628927
1783,281,7,2022-01-04 15:33:35.518206
1784,614,5,2023-05-15 11:41:20.144305
1785,125,4,2022-06-15 02:36:18.762194
1786,248,7,2022-06-04 20:34:56.356958
1787,211,3,2022-02-07 15:58:49.277010
1788,855,8,2023-10-23 21:09:44.548889
1789,557,2,2022-10-19 12:38:34.055813
1790,195,6,2022-06-02 20:24:00.238030
1791,228,8,2023-04-30 15:19:42.394921
1792,238,4,2022-10-05 16:39:04.750808
1793,557,2,2023-01-15 07:45:50.758852
1794,262,4,2023-12-28 18:13:02.601869
1795,353,9,2022-05-24 04:24:00.329599
1796,773,1,2022-11-04 19:02:35.840073
1797,397,6,2023-02-16 17:20:45.620698
1798,786,1,2023-11-01 07:32:45.995501
1799,144,6,2022-04-19 03:24:35.048162
1800,705,5,2023-02-06 20:41:24.176795
1801,564,9,2023-12-24 02:35:01.672073
1802,7,6,2022-07-30 06:54:40.621238
1803,237,10,2023-06-22 22:35:35.999004
1804,539,10,2023-04-21 04:19:44.089466
1805,872,6,2023-06-13 12:12:35.083375
1806,388,9,2022-10-22 12:45:56.895819
1807,462,9,2022-05-01 00:01:12.737564
1808,180,2,2023-12-29 02:59:11.629719
1809,908,3,2023-02-15 01:42:34.219766
1810,270,9,2023-06-29 16:08:03.416604
1811,565,3,2022-11-11 12:06:32.796164
1812,116,1,2023-02-20 04:32:34.373294
1813,154,6,2023-06-01 02:18:15.018862
1814,925,5,2022-05-25 18:40:38.401092
1815,685,1,2022-10-23 08:13:21.597853
1816,481,2,2022-01-10 00:52:17.496629
1817,783,7,2024-01-22 20:30:18.879986
1818,904,2,2023-07-02 18:48:13.417737
1819,243,4,2023-02-24 11:32:49.618909
1820,377,8,2023-02-27 10:49:31.316131
1821,353,3,2023-04-29 03:14:19.165184
1822,346,8,2022-02-21 09:31:12.457217
1823,250,10,2022-08-15 23:50:34.122309
1824,451,9,2022-10-06 15:33:27.823368
1825,333,2,2023-01-30 20:04:26.366025
1826,666,4,2024-04-22 11:30:19.369132
1827,263,8,2022-08-12 23:06:31.848461
1828,669,5,2024-04-02 00:54:44.430334
1829,60,8,2023-05-25 04:00:17.023441
1830,507,8,2022-08-26 23:04:52.260067
